Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate
How I bypassed Facebook CSRF once again!,https://blog.darabi.me/2016/05/how-i-bypassed-facebook-csrf-in-2016.html,Pouya Darabi (@Pouyadarabi),Meta / Facebook,CSRF,"7,500",2016-05-17,2022-09-15
Fiverr.com Full Accounts Takeover – A Vulnerability Puts $50 Million Company At Risk,https://www.seekurity.com/blog/general/fiverr-com-full-accounts-takeover-vulnerability/,Mohamed A. Baset,Fiverr,CSRF,-,2016-05-13,2022-09-15
"Obtaining Login Tokens for an Outlook, Office or Azure Account",https://whitton.io/articles/obtaining-tokens-outlook-office-azure-account/,Jack Whitton (@fin1te),Microsoft,CSRF,-,2016-04-03,2022-09-15
Ubiquiti Bug Bounty: UniFi v3.2.10 Generic CSRF Protection Bypass,https://www.rcesecurity.com/2016/02/ubiquiti-bug-bounty-unifi-v3-2-10-generic-csrf-protection-bypass/,Julien Ahrens (@MrTuxracer),Ubiquity Networks,CSRF,500,2016-02-23,2022-09-15
How I bypassed Facebook CSRF Protection,https://blog.darabi.me/2015/04/bypass-facebook-csrf.html,Pouya Darabi (@Pouyadarabi),Meta / Facebook,CSRF,"15,000",2015-09-04,2022-09-15
Flickr API Explorer – Force users to execute any API request.,https://buer.haus/2015/02/03/flickr-api-explorer-force-users-to-execute-any-api-request/,Brett Buerhaus (@bbuerhaus),Flickr,CSRF,100,2015-02-03,2022-09-15
Popping a shell on the Oculus developer portal,https://bitquark.co.uk/blog/2014/08/31/popping_a_shell_on_the_oculus_developer_portal,Bitquark (@bitquark),Meta / Facebook,"SQL injection, CSRF, RCE, IDOR","30,000",2014-08-31,2022-09-15
Instagram's One-Click Privacy Switch,https://whitton.io/articles/instagrams-one-click-privacy-switch/,Jack Whitton (@fin1te),Meta / Facebook,CSRF,-,2013-10-31,2022-09-15
"Facebook bug bounty: secondary damage (one report that leads to more bugs), fairness, and why I really like reporting to Facebook",https://josipfranjkovic.blogspot.com/2013/11/facebook-bug-bounty-secondary-damage.html,Josip Franjkovic (@josipfranjkovic),Meta / Facebook,CSRF,-,2013-10-21,2022-09-15
Facebook CSRF leading to full account takeover (fixed),https://www.josipfranjkovic.com/blog/facebook-csrf-full-account-takeover,Josip Franjkovic (@josipfranjkovic),Meta / Facebook,"CSRF, Account takeover","8,450",2013-10-18,2022-09-15
Stealing Facebook Access Tokens with a Double Submit,https://whitton.io/articles/stealing-facebook-access-tokens-with-a-double-submit/,Jack Whitton (@fin1te),Meta / Facebook,"CSRF, OAuth",-,2013-04-13,2022-09-15
My Experience with the PayPal Bug Bounty Programme,https://whitton.io/archive/my-experience-with-the-paypal-bug-bounty-programme/,Jack Whitton (@fin1te),Paypal,CSRF,750,2012-10-12,2022-09-15
