Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate
REMOTE CODE EXECUTION ! 😜 Recon Wins,https://medium.com/@vishnu0002/remote-code-execution-recon-wins-e9c1db79f3da,Vishnuraj,-,RCE,0.0,2019-06-04,2022-09-15
Pwn2Own Miami: Aveva Edge Arbitrary DLL Loading Vulnerability,https://piffd0s.medium.com/pwn2own-miami-aveva-edge-arbitrary-dll-loading-vulnerability-b2d10fc7d55c,Piffd0s (@piffd0s),AVEVA,"Arbitrary DLL loading, RCE",0.0,2024-08-01,2024-09-18
Exploiting Wi-Fi Stack on Tesla Model S,https://keenlab.tencent.com/en/2020/01/02/exploiting-wifi-stack-on-tesla-model-s/,Tencent Keen Security Lab,Tesla,"Wifi hacking, Driver hacking, RCE, Memory corruption",0.0,2020-01-02,2022-11-21
CSRF to RCE bug chain in Prestashop v1.7.6.4 and below,https://blog.stazot.com/prestashop-csrf-to-rce-article/,Sivanesh Ashok (@sivaneshashok),PrestaShop,"RCE, CSRF, Stored XSS, Unrestricted file upload",0.0,2020-04-18,2023-02-26
RCE via Apache Struts2 - Still out there.,https://medium.com/@abhishake100/rce-via-apache-struts2-still-out-there-b15ce205aa21,Abhishek (@abhishake100),-,RCE,0.0,2020-02-27,2022-09-15
Hacking a Telecommunication company(MTN),https://medium.com/@afolicdaralee/hacking-a-telecommunication-company-mtn-c46696451fed,Afolic,MTN Group,"OTP bypass, Bruteforce",0.0,2020-04-13,2022-09-15
Microsoft Apache Solr RCE Velocity Template | Bug Bounty POC,https://blog.securitybreached.org/2020/03/31/microsoft-rce-bugbounty/,Muhammad Khizer Javed (@khizer_javed47),Microsoft,RCE,0.0,2020-03-31,2022-09-15
OTP Bruteforce- Account Takeover,https://medium.com/@ranjitsinghnit/otp-bruteforce-account-takeover-faaac3d712a8,Ranjit Kumar,-,"OTP bruteforce, Account takeover",0.0,2020-03-29,2022-09-15
JNDI Injection Remote Code Execution via Path Manipulation in MemoryUserDatabaseFactory,https://srcincite.io/blog/2024/07/21/jndi-injection-rce-via-path-manipulation-in-memoryuserdatabasefactory.html,Steven Seeley (@steventseeley),-,"RCE, JNDI Injection, Security code review",0.0,2024-07-21,2024-07-22
Remote Image Upload Leads to RCE (Inject Malicious Code to PHP-GD Image),https://asdqw3.medium.com/remote-image-upload-leads-to-rce-inject-malicious-code-to-php-gd-image-90e1e8b2aada,asdqw3,-,"Unrestricted file upload, RCE",0.0,2020-03-21,2022-09-15
How I got access to critical data of a Company in no time ?,https://medium.com/@kaustubhk80/how-i-got-access-to-critical-data-of-a-company-in-no-time-6c396aee21c0,Kaustubh Kale,-,"Information disclosure, Lack of rate limiting, Bruteforce",0.0,2020-03-12,2022-09-15
3 ways to get Remote Code Execution in Kafka UI,https://github.blog/security/vulnerability-research/3-ways-to-get-remote-code-execution-in-kafka-ui/,Michael Stepankin (@artsploit),Kafka UI,"RCE, Insecure deserialization, Groovy scripting, JMX",0.0,2024-07-23,2024-07-30
Finding a P1 in one minute with Shodan.io (RCE),https://medium.com/@sw33tlie/finding-a-p1-in-one-minute-with-shodan-io-rce-735e08123f52,Paolo Arnolfo (@sw33tLie),-,RCE,0.0,2020-03-11,2022-09-15
Broke limited scope with a chain of bugs (tips for every rider CORS),https://medium.com/bugbountywriteup/broke-limited-scope-with-a-chain-of-bugs-ef734ac430f5,Valeriy Shevchenko (@Krevetk0Valeriy),-,"CORS misconfiguration, RCE",0.0,2020-03-09,2022-09-15
ManageEngine ServiceDesk Plus: Arbitrary File Upload,https://medium.com/@ducanhbui/manageengine-servicedesk-plus-arbitrary-file-upload-4bab0bd00425,Duc Anh Bui,-,"Arbitrary file upload, RCE",0.0,2020-03-03,2022-09-15
A Tale of Two Formats: Exploiting Insecure XML and ZIP File Parsers to Create a Web Shell,https://spaceraccoon.dev/a-tale-of-two-formats-exploiting-insecure-xml-and-zip-file-parsers-to-create-a,Eugene Lim (@spaceraccoonsec),-,"XXE, RCE, Directory Traversal",0.0,2020-02-18,2022-09-15
Pwning Avast Secure Browser for fun and profit,https://palant.info/2020/01/13/pwning-avast-secure-browser-for-fun-and-profit,Wladimir Palant (@WPalant),Avast,"RCE, Command injection",0.0,2020-01-13,2022-12-09
From Recon to Optimizing RCE Results – Simple Story with One of the Biggest ICT Company in the World,http://www.firstsight.me/2020/02/from-recon-to-optimizing-rce-results-simple-story-with-one-of-the-biggest-ict-company-in-the-world/,YoKo Kho (@YokoAcc),-,"Information disclosure, RCE",0.0,2020-02-18,2022-09-15
Uploading Backdoor For Fun And Profit.,https://medium.com/@mohdaltaf163/uploading-backdoor-for-fun-and-profit-rce-db-cred-p1-2cdaa00e2125,Mohammed Abdul Raheem (@mohdaltaf163),-,"Unrestricted file upload, RCE",0.0,2020-02-17,2022-09-15
How to hack a company by circumventing its WAF through the abuse of a different security appliance and win bug bounties,https://www.redtimmy.com/web-application-hacking/how-to-hack-a-company-by-circumventing-its-waf-through-the-abuse-of-a-different-security-appliance-and-win-bug-bounties/,Red Timmy Security (@redtimmysec),-,RCE,0.0,2020-02-16,2022-09-15
"Studying 0days: How we hacked Anki, the world's most popular flashcard app",https://skii.dev/anki-0day/,"Jacob, Autumn Skerritt",Anki,"RCE, Components with known vulnerabilities, Arbitrary file read, Arbitrary file write, XSS, Security code review",0.0,2024-07-24,2024-07-30
IDOR leads to Data leakage and Profile Update,https://web.archive.org/web/20200223073527/https://victoni.github.io/changing-userID-leads-to-data-leak/,vict0ni (@vict0ni),-,"IDOR, Bruteforce",0.0,2020-02-07,2022-09-15
How Inspect Element Got me a Bounty,https://medium.com/@hetroublemakr/how-inspect-element-got-me-a-bounty-58d3a9946225,Aditya Soni (@hetroublemakr),-,Client-side enforcement of server-side security,0.0,2020-02-06,2022-09-15
Path Traversal and Code Execution in CSLA.NET (CVE-2024-28698),https://www.intruder.io/research/path-traversal-and-code-execution-in-csla-net-cve-2024-28698,Sam Pizzey,CSLA.NET,"Path traversal, RCE, Security code review",0.0,2024-07-25,2024-08-06
Unlocking the Weak Spot: Exploiting Insecure Password Reset Tokens,https://sallam.gitbook.io/sec-88/bug-bounty/unlocking-the-weak-spot-exploiting-insecure-password-reset-tokens,Mosaad Sallam (@h0tak88r),-,"Bruteforce, Lack of rate limiting, Password reset, Account takeover",0.0,2024-07-28,2024-07-30
Responsible Disclosure: Breaking out of a Sandboxed Editor to perform RCE,https://jatindhankhar.in/blog/responsible-disclosure-breaking-out-of-a-sandboxed-editor-to-perform-rce/,Jatin Dhankhar (@jatindhankhar_),HackerEarth,RCE,0.0,2020-02-04,2022-09-15
The trouble with Microsoft’s Troubleshooters,https://irsl.medium.com/the-trouble-with-microsofts-troubleshooters-6e32fc80b8bd,Imre Rad (@ImreRad),Microsoft,"RCE, MiTM",0.0,2020-01-15,2022-09-15
CreateRCE — Yet Another Vulnerability in CreateUri,https://www.akamai.com/blog/security-research/2024/apr/critical-vulnerability-create-uri-remote-code-execution,Ben Barnea (@nachoskrnl),Microsoft (Windows),"RCE, Parsing issue",0.0,2024-04-12,2024-05-08
Pwn2Own 2021 Microsoft Exchange Exploit Chain,https://blog.viettelcybersecurity.com/pwn2own-2021-microsoft-exchange-exploit-chain/,Rskvp93 (@rskvp93),Microsoft,"SSRF, RCE",0.0,2022-06-23,2022-09-15
[BugTales] UnZiploc: From 0-click To Platform Compromise,https://labs.taszk.io/articles/post/unziploc/,"Daniel Komaromy (@kutyacica), Lorant Szabo (@szabolor), Gyorgy Miru (@gymiru)",Huawei,"Memory corruption, Logic flaw, RCE, Local Privilege Escalation",0.0,2022-06-14,2022-09-15
Ghost Sites: Stealing Data From Deactivated Salesforce Communities,https://www.varonis.com/blog/salesforce-ghost-sites,Nitay Bachrach,-,"Salesforce, Security misconfiguration",0.0,2023-05-31,2023-06-05
Pre-Authenticated RCE In VMware VRealize Network Insight - CVE-2023-20887,https://summoning.team/blog/vmware-vrealize-network-insight-rce-cve-2023-20887/,Sina Kheirkhah (@SinSinology),VMware,"RCE, OS command injection, Security code review",0.0,2023-06-13,2023-06-13
XORtigate: Pre-authentication Remote Code Execution on Fortigate VPN (CVE-2023-27997),https://blog.lexfo.fr/xortigate-cve-2023-27997.html,Charles Fol (@cfreal_),Fortinet (Fortigate VPN),"RCE, Heap overflow, Memory corruption",0.0,2023-06-13,2023-06-13
Dynamic Linq Injection Remote Code Execution Vulnerability (CVE-2023-32571),https://research.nccgroup.com/2023/06/13/dynamic-linq-injection-remote-code-execution-vulnerability-cve-2023-32571/,Ross Bradley,Dynamic LINQ,"RCE, Security code review",0.0,2023-06-13,2023-06-13
Sony Bravia Remote Code Execution Disclosure,https://www.whiteoaksecurity.com/blog/sony-bravia-remote-code-execution-disclosure/,"Brett DeWall (@xbadbiddyx), Michael Rand",Sony,"RCE, Unrestricted file upload, RFI",0.0,2023-06-09,2023-06-12
How I was able to get account takeover via IDOR form JWT,https://medium.com/@M0X0101/how-i-was-able-to-get-account-takeover-via-idor-form-jwt-caaf7ea58aa,Mohamed Reda (@M0x0101),-,"JWT, IDOR, Bruteforce, Self-XSS, Account takeover",0.0,2023-06-06,2023-06-06
SSD Advisory –  Roundcube MarkAsJunk RCE,https://ssd-disclosure.com/ssd-advisory-roundcube-markasjunk-rce/,Selim Enes Karaduman (@Enesdex),Roundcube,"RCE, OS command injection, Security code review",0.0,2023-06-06,2023-06-06
Multiple vulnerabilities in Delmia Apriso 2017 to 2022,https://www.synacktiv.com/sites/default/files/2023-06/Synacktiv-3DS-Delmia_Apriso_2017_to_2022-Multiple-Vulnerabilities.pdf,"Mehdi Elyassa, Vincent Herbulot",Dassault Systèmes (Delmia Apriso),"Insecure deserialization, RCE, SSRF, Reflected XSS",0.0,2023-06-05,2023-06-12
Rate Limit Bypass Leads to 0 Click ATO,https://zeroxuf.medium.com/rate-limit-bypass-leads-to-0-click-ato-9f1b29daec42,ZeroXUF (@ZeroXUF),-,"Rate limiting bypass, Bruteforce, Password reset, Account takeover",0.0,2023-06-04,2023-06-05
RCE via LDAP truncation on hg.mozilla.org,https://0day.click/recipe/pash/,joernchen (@joernchen),Mozilla,"RCE, LDAP truncation, Security code review",0.0,2023-06-03,2023-06-05
CVE-2023-24941: Microsoft Network File System Remote Code Execution,https://www.zerodayinitiative.com/blog/2023/5/31/cve-2023-24941-microsoft-network-file-system-remote-code-execution,"Quinton Crist, Guy Lederfein (@glederfein), Lucas Miller",Microsoft (Windows),"RCE, NFS",0.0,2023-06-01,2023-06-05
"Anatomy of an IoT Exploit, from Hands-On to RCE",https://www.klogixsecurity.com/scorpion-labs-blog/anatomy-of-an-iot-exploit-from-hands-on-to-rce,David Baker,Wavlink,"IoT, RCE, Buffer Overflow, Memory corruption",0.0,2023-06-01,2023-06-05
Kramer VIA GO² – Multiple issues,https://zxsecurity.co.nz/research/advisories/kramer-via-go-2-rce-and-other-vulns/,"Jim Rush (@JimSRush), Tomais Williamson (@softpoison_)",Kramer,"RCE, SQL injection, Arbitrary file upload, Arbitrary file read",0.0,2023-05-31,2023-06-05
Bypass IIS Authorisation with this One Weird Trick - Three RCEs and Two Auth Bypasses in Sitecore 9.3,https://blog.assetnote.io/2023/05/10/sitecore-round-two/,Dylan Pindur,Sitecore,"RCE, Authorization bypass, Security code review",0.0,2023-05-10,2023-05-11
CVE-2023-33733 reportlab RCE,https://github.com/c53elyas/CVE-2023-33733,c53elyas,ReportLab,"Code injection, RCE, Security code review",0.0,2023-05-30,2024-02-06
VSCode Remote Code Execution advisory,https://blog.ammaraskar.com/vscode-rce/,Ammar Askar,Microsoft VSCode),"RCE, Thick client, Local Privilege Escalation",0.0,2023-05-30,2023-06-05
Remote Code Execution by Bypassing Cloudflare: CVE-2022–29464 Analysis,https://medium.com/@alii76tt/remote-code-execution-by-bypassing-cloudflare-cve-2022-29464-analysis-02328e0e284a,Ali İltizar (@alii76tt),-,"Components with known vulnerabilities, RCE, WSO2, WAF bypass",0.0,2024-02-02,2024-02-06
Anonymised Penetration Test Report,https://handbook.volkis.com.au/assets/doc/Volkis%20-%20Anonymous%20Client%20-%20Penetration%20Test%20May%202023.pdf,Volkis (@VolkisAU),-,"Internal pentest, RCE, ADCS, Active Directory, Kerberos, DHCPv6, LLMNR",0.0,2023-05-28,2023-05-29
Exploring Three Remote Code Execution Vulnerabilities in RPC Runtime,https://www.akamai.com/blog/security-research/rpc-runtime-exploring-three-vulnerabilities,Ben Barnea (@nachoskrnl),Microsoft (Windows),"RCE, MS-RPC, Integer overflow, Memory corruption",0.0,2023-05-26,2023-05-29
How I got RCE in one of Bugcrowd's Public Programs,https://medium.com/@yousefmoh15/how-i-got-rce-in-one-of-bugcrowds-public-programs-5725c8dc46ce,Yousef Mohamed Elsaid,-,"RCE, OGNL injection, Apache Struts 2",0.0,2024-02-03,2024-02-06
Red team: Journey from RCE to have total control of cloud infrastructure,https://mr-r3bot.github.io/red/team/2023/05/22/From-RCE-to-owning-entire-cloud-infrastructure.html,Quang Vo (@mr_r3bot),-,"RCE, SSTI, Container escape, Kubernetes, Components with known vulnerabilities, CI/CD",0.0,2023-05-22,2023-05-22
Unveiling a Security Vulnerability in Zoho Meet: Gaining Unauthorized Access to Private Meetings,https://medium.com/@sumitkumardas8487/unveiling-a-security-vulnerability-in-zoho-meet-gaining-unauthorized-access-to-private-meetings-ad428b1990ad,Sumit Kumar,Zoho (Meet),Bruteforce,0.0,2024-02-04,2024-02-27
Unauthenticated Remote Command Execution in Multiple WAGO Products,https://onekey.com/blog/security-advisory-wago-unauthenticated-remote-command-execution/,Quentin Kaiser (@QKaiser),WAGO,"RCE, OS command injection, Security code review",0.0,2023-05-16,2023-05-18
Triple Threat: Breaking Teltonika Routers Three Ways,https://claroty.com/team82/research/triple-threat-breaking-teltonika-routers-three-ways,"Roni Gavrilov, Noam Moshe",Teltonika,"IoT, RCE, OS command injection, SSRF, XSS",0.0,2023-05-15,2023-05-22
"Pimcore: One click, two security vulnerabilities",https://www.sonarsource.com/blog/pimcore-one-click-two-security-vulnerabilities/,Yaniv Nizry (@YNizry),Pimcore,"Path traversal, SQL injection, Arbitrary file write, RCE, Security code review",0.0,2023-05-15,2023-05-18
Jasper Reports Library Code Injection,https://insinuator.net/2023/06/jasper-reports-library-code-injection/,Dennis Heinze,Jasper Reports,"RCE, SSTI, Insecure deserialization, Security code review",0.0,2023-06-13,2023-06-25
Patch Diffing Progress MOVEIt Transfer,https://blog.assetnote.io/2023/06/07/moveit-transfer-patch-diff-adventure/,Dylan Pindur,Progress (MOVEit Transfer),"RCE, SQL injection, Security code review",0.0,2023-06-13,2023-06-27
Pwning Admin Panel To Change Movie Ticket Prices at Disney,https://rashahacks.com/pwning-admin-panel-to-change-movie-ticket-prices-at-disney/,Inderjeet Singh (@3nc0d3dGuY),Disney,"Bruteforce, Weak credentials",0.0,2023-06-14,2023-06-25
Brute-forcing ButterflyMX Virtual Keys and Hacking Time Limits,https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/brute-forcing-butterflymx-virtual-keys-and-hacking-time-limits/,Robert Foggia,ButterflyMX,Bruteforce,0.0,2023-06-15,2023-06-21
An interesting RCE on a Synack Red Team target!,https://d4ly.medium.com/an-interesting-rce-on-a-synack-red-team-target-516edb63fd04,Daly Whyte (@_d4ly_),-,"RCE, Groovy scripting",0.0,2023-07-11,2023-07-12
Critical Foswiki Vulnerablities: A Logic Error Turned Remote Code Execution,https://herolab.usd.de/en/critical-foswiki-vulnerablities-a-logic-error-turned-remote-code-execution/,Christian Pöschl,Foswiki,"RCE, Privilege escalation, Path traversal",0.0,2023-07-11,2023-07-12
How I got Two RCE at EPAM-Bounty Program,https://web.archive.org/web/20230710001307/https://0xbartita.medium.com/how-i-got-two-rce-at-epam-bounty-program-389eb9fc7938,0xBartita (@0xBaRtiTa),EPAM,"SAP, Default credentials, RCE, Groovy scripting",0.0,2023-07-10,2023-07-17
From Blackbox .NET Remoting to Unauthenticated Remote Code Execution,https://code-white.com/blog/2023-07-from-blackbox-dotnet-remoting-to-rce/,Florian Hauser (@frycos),act!,"RCE, .NET Remoting, Insecure deserialization",0.0,2023-07-10,2023-07-11
macOS Atlassian Companion Remote Code Execution,https://www.wojciechregula.blog/post/macos-atlassian-companion-rce/,Wojciech Reguła (@_r3ggi),Atlassian,"RCE, MacOS, Thick client",0.0,2023-07-09,2023-07-11
[REL] A Journey Into Hacking Google Search Appliance,https://devco.re/blog/2023/07/07/a-journey-into-hacking-google-search-appliance-en/,DEVCORE (@d3vc0r3),Google,"RCE, Line Feed injection, Path traversal, Arbitrary file read, Information disclosure, Security code review",0.0,2023-07-07,2023-07-12
RCE In GitLab's CLI Tool,http://blog.takemyhand.xyz/2023/07/remote-code-execution-in-gitlabs-cli.html,ameya (@0xtakemyhand),GitLab,"RCE, OS command injection, Security code review",0.0,2023-07-06,2023-07-11
Story Of My First RCE :),https://medium.com/@0utlawh4ck3r/story-of-my-first-rce-9d74373fbc11,0utlawh4ck3r (@outlawh4ck3r),-,"RCE, Default credentials",0.0,2023-07-06,2023-07-11
Linux local electron application script-src: self bypass,https://mizu.re/post/linux-local-electron-application-script-src-self-bypass#final_bypass,Mizu (@kevin_mizu),-,"Electron, CSP bypass, XSS, RCE",0.0,2023-07-04,2023-07-12
Encrypted Doesn't Mean Authenticated: ShareFile RCE (CVE-2023-24489),https://blog.assetnote.io/2023/07/04/citrix-sharefile-rce/,Dylan Pindur,Citrix (ShareFile),"RCE, Path traversal, Cryptographic issues, Security code review",0.0,2023-07-04,2023-07-11
How We Found Another GitHub Action Environment Injection Vulnerability in a Google Project,https://www.legitsecurity.com/blog/-how-we-found-another-github-action-environment-injection-vulnerability-in-a-google-project,Noam Dotan,Google (Orbit),"CI/CD, RCE",0.0,2023-07-03,2023-07-04
Technical Details of CVE-2023-30990 - Unauthenticated RCE in IBM i DDM Service,https://blog.silentsignal.eu/2023/07/03/ibm-i-dde-vulnerability-cve-2023-30990/,pz,IBM,RCE,0.0,2023-07-03,2023-07-04
Multiple vulnerabilities on Chamilo 1.11.18,https://www.randorisec.fr/chamilo-1.11.18-multiple-vulnerabilities,Aituglo (@aituglo),Chamilo,"OS command injection, RCE, SSRF, IDOR, XSS, CSRF, Security code review",0.0,2023-07-01,2023-07-17
Multiple Vulnerabilities In Cockpit CMS <= V2.5.2,https://www.ghostccamm.com/blog/multi_cockpit_vulns/,GhostCcamm (@GhostCcamm),Cockpit CMS,"CSRF, Unrestricted file upload, RCE, XSS, IDOR, Security code review",0.0,2023-06-30,2023-07-12
Server-side Template Injection Leading to RCE on Google VRP,https://neupanemizzle.medium.com/server-side-template-injection-leading-to-rce-on-google-vrp-75f0a4bc6ebc,mizzleneupane (@mizzle_neupane5),Google,"SSTI, RCE",0.0,2023-06-30,2023-07-04
CVE-2023-20864: Remote Code Execution In VMware Aria Operations For Logs,https://www.zerodayinitiative.com/blog/2023/6/29/cve-2023-20864-remote-code-execution-in-vmware-aria-operations-for-logs,Dustin Childs,VMware,"RCE, Insecure deserialization, Security code review",0.0,2023-06-29,2023-07-03
CVE-2023-26258 – Remote Code Execution in ArcServe UDP Backup,https://www.mdsec.co.uk/2023/06/cve-2023-26258-remote-code-execution-in-arcserve-udp-backup/,"Juan Manuel Fernandez (@TheXC3LL), Sean Doherty",ArcServe,"RCE, Authentication bypass",0.0,2023-06-28,2023-07-03
Auth Bypass Round Two,https://www.assetnote.io/resources/research/ivantis-pulse-connect-secure-auth-bypass-round-two,Dylan Pindur,Ivanti,"SAML, SSRF, RCE, Authentication bypass, Security code review",0.0,2024-02-02,2024-02-06
Why ORMs and Prepared Statements Can't (Always) Win,https://www.sonarsource.com/blog/why-orms-and-prepared-statements-cant-always-win/,Thomas Chauchefoin (@swapgs),"Soko, Gentoo Linux","SQL injection, RCE, Security code review",0.0,2023-06-26,2023-07-12
My First Bug is RCE via SQL injection!,https://medium.com/@karimelsayed0x1/my-first-bug-is-rce-via-sql-injection-dfee9c4d4c01,z3r0xk (@z3r01k),-,"SQL injection, RCE",0.0,2023-06-23,2023-06-25
RCE via Path Traversal vulnerability in Onlyoffice CommunityServer < 12.5.2 (CVE-2023-34939),https://github.com/firsov/onlyoffice/blob/main/CVE-2023-34939-PoC.md,Kirill Firsov (@k_firsov),OnlyOffice,"Path traversal, RCE",0.0,2023-06-19,2023-07-04
chonked pt.1: minidlna 1.3.2 http chunk parsing heap overflow (cve-2023-33476) root cause analysis,https://blog.coffinsec.com/0day/2023/05/31/minidlna-heap-overflow-rca.html,hyper (@hyprdude),MiniDLNA,"Memory corruption, Heap overflow, Buffer Overflow, RCE",0.0,2023-06-19,2023-06-27
FortiNAC - Just a few more RCEs,https://frycos.github.io/vulns4free/2023/06/18/fortinac.html,Florian Hauser (@frycos),Fortinet,"RCE, XXE, Insecure deserialization, OS command injection, Argument injection, Security code review",0.0,2023-06-18,2023-06-21
What is kong & why we’re relying on it,https://thinkloveshare.com/hacking/kong-konga-exploitation-and-hardening/,Laluka (@TheLaluka),Konga,"RCE, Sandbox escape, Authentication bypass, Hardcoded credentials, Broken Access Control, Privilege escalation, JWT",0.0,2023-05-10,2023-05-12
Form Tools Remote Code Execution: We Need To Talk About PHP,https://labs.watchtowr.com/form-tools-we-need-to-talk-about-php/,watchTowr (@watchtowrcyber),-,"RCE, LFI, Security code review",0.0,2024-02-08,2024-02-27
Gitpod remote code execution 0-day vulnerability via WebSockets,https://snyk.io/blog/gitpod-remote-code-execution-vulnerability-websockets/,Elliot Ward,Gitpod,"RCE, Websockets, Cross-Site WebSocket Hijacking (CSWH), Cloud, Samesite cookie bypass, Account takeover",0.0,2023-03-01,2023-03-02
SSTI leads to RCE on PyroCMS,https://cupc4k3.lol/ssti-leads-to-rce-on-pyrocms-7515be27c811,cupc4k3,PyroCMS,"SSTI, RCE",0.0,2023-03-20,2023-03-23
Riding the Azure Service Bus (Relay) into Power Platform,https://www.netspi.com/blog/technical/vulnerability-research/azure-service-bus-power-platform/,Nick Landers (@monoxgas),Microsoft (Azure),"RCE, Cross-tenant vulnerability, Cloud, Insecure deserialization",0.0,2023-03-30,2023-03-31
It’s a (SNMP) Trap: Gaining Code Execution on LibreNMS,https://www.sonarsource.com/blog/it-s-a-snmp-trap-gaining-code-execution-on-librenms/,Stefan Schiller (@scryh_),LibreNMS,"RCE, Stored XSS, Security code review",0.0,2023-03-29,2023-03-31
Attacking Visual Studio for Initial Access,https://www.outflank.nl/blog/2023/03/28/attacking-visual-studio-for-initial-access/,Stan Hegt (@StanHacked),Microsoft (Visual Studio),"Phishing, 1-click RCE, Watering hole attack",0.0,2023-03-28,2024-02-06
How I escalated default credentials to Remote Code Execution,https://pawanchhabria.medium.com/how-i-escalated-default-credentials-to-remote-code-execution-1c34504be7a5,Pawan Chhabria (@heybenchmarkkk),-,"Default credentials, RCE",0.0,2023-03-26,2023-03-28
Hacking AI: System and Cloud Takeover via MLflow Exploit,https://protectai.com/blog/hacking-ai-system-takeover-exploit-in-mlflow,Dan McInerney (@DanHMcInerney),MLflow,"LFI, RFI, RCE",0.0,2023-03-25,2023-03-31
Joomla! CVE-2023-23752 to Code Execution,https://vulncheck.com/blog/joomla-for-rce,Jacob Baines (@Junior_Baines),Joomla!,"Broken Access Control, RCE",0.0,2023-03-23,2023-03-31
Exploiting prototype pollution in Node without the filesystem,https://portswigger.net/research/exploiting-prototype-pollution-in-node-without-the-filesystem,Gareth Heyes (@garethheyes),-,"Server-side prototype pollution, RCE",0.0,2023-03-23,2023-03-28
Escalating Privileges with Azure Function Apps,https://www.netspi.com/blog/technical/cloud-penetration-testing/azure-function-apps/,Karl Fosaaen (@kfosaaen),Microsoft (Azure),"Privilege escalation, Cloud, Container escape, RCE",0.0,2023-03-23,2023-03-28
Finding Initial Access on a real life Penetration Test,https://medium.com/@warrenbutterworth/finding-initial-access-on-a-real-life-penetration-test-86ed5503ae48,Warren Butterworth (@w88ugs),-,"Old components with known vulnerabilities, Internal pentest, RCE",0.0,2023-03-23,2023-03-28
Getting Root - A Technical Walkthrough,https://occamsec.com/getting-root-a-technical-walkthrough/,OccamSec (@occamsec),-,"Information disclosure, LFI, RCE, Local Privilege Escalation",0.0,2023-03-22,2023-06-27
JMX Exploitation Revisited,https://codewhitesec.blogspot.com/2023/03/jmx-exploitation-revisited.html,"Markus Wulftange (@mwulftange), Tobias Neitzel (@qtc_de)",-,"RCE, JMX",0.0,2023-03-20,2023-03-23
Remote code execution in BIRT Viewer ≤ 4.12.0 (CVE-2023-0100),https://www.synacktiv.com/sites/default/files/2023-03/Synacktiv-BIRTViewer-CVE-2023-0100_1.pdf,Louis Wolfers (@TG91aXMK),Eclipse Foundation,"RCE, RFI, URL validation bypass, Security code review",0.0,2023-03-17,2023-05-08
PwnAssistant - Controlling /home's Via A Home Assistant RCE,https://www.elttam.com/blog/pwnassistant/,elttam (@elttam),Home Assistant,"Authentication bypass, RCE, Security code review, IoT",0.0,2023-05-09,2023-05-11
Emotional Rollercoaster: A Unique Case Study of Bypassing Antivirus and Firewall by Abusing PostgreSQL,https://medium.com/@yousefamery/emotional-rollercoaster-a-unique-case-study-of-bypassing-antivirus-and-firewall-by-abusing-2b36d8f6553c,Yousef Amery (@YousefAmery),-,"RCE, Old components with known vulnerabilities",0.0,2023-03-15,2023-03-15
Backend Parameter Injection --> RCE,http://blog.sysdum.net/parameter-injection-to-rce,Austin (@systemdumb),-,"RCE, HTTP parameter pollution, OS command injection",0.0,2023-03-14,2023-06-13
Producing a POC for CVE-2022-42475 (Fortinet RCE),https://blog.scrt.ch/2023/03/14/producing-a-poc-for-cve-2022-42475-fortinet-rce/,Alain Mowat (@plopz0r),Fortinet,"Memory corruption, RCE, Integer overflow, Heap overflow",0.0,2023-03-14,2023-03-15
The story of how I was able to chain SSRF with Command Injection Vulnerability,https://medium.com/@rajqureshi07/the-story-of-how-i-was-able-to-chain-ssrf-with-command-injection-vulnerability-ef31feb30ea9,Raj Qureshi (@RajQureshi9),-,"SSRF, OS command injection, RCE",0.0,2023-03-12,2023-03-15
CVE-2022-36413 Unauthorized Reset Password of Zoho ManageEngine ADSelfService Plus,https://noahblog.360.cn/cve-2022-36413-unauthorized-reset-password-of-zoho-manageengine-adselfservice-plus/,Sky,Zoho (ManageEngine),"Password reset, OTP bruteforce, Account takeover, Authentication bypass",0.0,2023-03-10,2023-03-23
EJS - Server Side Prototype Pollution gadgets to RCE,https://mizu.re/post/ejs-server-side-prototype-pollution-gadgets-to-rce,Mizu (@kevin_mizu),Node.js third-party modules (EJS),"Server-side prototype pollution, RCE, Security code review",0.0,2023-03-09,2023-03-10
CorePlague: Severe Vulnerabilities in Jenkins Server Lead to RCE,https://blog.aquasec.com/jenkins-server-vulnerabilities,"Ilay Goldman (@GoldmanIlay), Yakir Kadkoda",Jenkins,"RCE, XSS, Security code review",0.0,2023-03-08,2023-03-10
PwnAgent: A One-Click WAN-side RCE in Netgear RAX Routers with CVE-2023-24749,https://mahaloz.re/2023/02/25/pwnagent-netgear.html,"Zion Basque (@mahal0z), Wil Gibbs (@cl4sm)",Netgear,"RCE, OS command injection, Security code review",0.0,2023-03-08,2023-03-10
WordPress BuddyForms Plugin — Unauthenticated Insecure Deserialization (CVE-2023–26326),https://medium.com/tenable-techblog/wordpress-buddyforms-plugin-unauthenticated-insecure-deserialization-cve-2023-26326-3becb5575ed8,Joshua Martinelle (@J0_mart),-,"Insecure deserialization, Security code review, RCE",0.0,2023-03-07,2023-03-08
Remote Stealth Brute-force of Oracle Database Passwords,https://blog.bitcrack.net/oracle-databases-remote-stealth-password-bruteforce/,Viktor Markopoulos,-,"Bruteforce, Information disclosure, Authentication bypass, Components with known vulnerabilities",0.0,2023-03-06,2023-03-08
